"";"data";"rating";"vertice";"valor";"indexador"
"482";2020-02-29;"AA";"2";0,995;"DI+"
"483";2020-02-29;"AA";"3";1,1497;"DI+"
"484";2020-02-29;"AA";"4";1,2598;"DI+"
"485";2020-02-29;"AA";"5";1,3401;"DI+"
"486";2020-02-29;"AA";"6";1,4;"DI+"
"487";2020-02-29;"AA";"7";1,4459;"DI+"
"488";2020-02-29;"AA";"8";1,4816;"DI+"
"489";2020-02-29;"AA";"9";1,5102;"DI+"
"490";2020-02-29;"AA";"10";1,5333;"DI+"
"491";2020-02-29;"AA";"11";1,5524;"DI+"
"492";2020-02-29;"AA";"12";1,5684;"DI+"
"493";2020-02-29;"AA";"13";1,582;"DI+"
"494";2020-02-29;"AA";"14";1,5936;"DI+"
"495";2020-02-29;"AA";"15";1,6038;"DI+"
"496";2020-01-31;"AA";"1";1,888;"DI+"
"497";2020-01-31;"AA";"2";2,4412;"DI+"
"498";2020-01-31;"AA";"3";2,7422;"DI+"
"499";2020-01-31;"AA";"4";2,9204;"DI+"
"500";2020-01-31;"AA";"5";3,0343;"DI+"
"501";2020-01-31;"AA";"6";3,1121;"DI+"
"502";2020-01-31;"AA";"7";3,1681;"DI+"
"503";2020-01-31;"AA";"8";3,2103;"DI+"
"504";2020-01-31;"AA";"9";3,2431;"DI+"
"505";2020-01-31;"AA";"10";3,2694;"DI+"
"506";2020-01-31;"AA";"11";3,2909;"DI+"
"507";2020-01-31;"AA";"12";3,3088;"DI+"
"508";2020-01-31;"AA";"13";3,324;"DI+"
"509";2020-01-31;"AA";"14";3,337;"DI+"
"510";2020-01-31;"AA";"15";3,3483;"DI+"
"511";2020-02-29;"AA";"1";2,3227;"DI+"
"512";2020-02-29;"AA";"2";2,7531;"DI+"
"513";2020-02-29;"AA";"3";2,944;"DI+"
"514";2020-02-29;"AA";"4";3,0453;"DI+"
"515";2020-02-29;"AA";"5";3,1069;"DI+"
"516";2020-02-29;"AA";"6";3,148;"DI+"
"517";2020-02-29;"AA";"7";3,1775;"DI+"
"518";2020-02-29;"AA";"8";3,1995;"DI+"
"519";2020-02-29;"AA";"9";3,2167;"DI+"
"520";2020-02-29;"AA";"10";3,2304;"DI+"
"521";2020-02-29;"AA";"11";3,2416;"DI+"
"522";2020-02-29;"AA";"12";3,251;"DI+"
"523";2020-02-29;"AA";"13";3,2589;"DI+"
"524";2020-02-29;"AA";"14";3,2657;"DI+"
"525";2020-02-29;"AA";"15";3,2716;"DI+"
"526";2020-03-31;"AA";"1";2,4154;"DI+"
"527";2020-03-31;"AA";"2";2,7955;"DI+"
"528";2020-03-31;"AA";"3";2,9381;"DI+"
"529";2020-03-31;"AA";"4";3,0101;"DI+"
"530";2020-03-31;"AA";"5";3,0534;"DI+"
"531";2020-03-31;"AA";"6";3,0822;"DI+"
"532";2020-03-31;"AA";"7";3,1028;"DI+"
"533";2020-03-31;"AA";"8";3,1183;"DI+"
"534";2020-03-31;"AA";"9";3,1303;"DI+"
"535";2020-03-31;"AA";"10";3,1399;"DI+"
"536";2020-03-31;"AA";"11";3,1478;"DI+"
"537";2020-03-31;"AA";"12";3,1544;"DI+"
"538";2020-03-31;"AA";"13";3,1599;"DI+"
"539";2020-03-31;"AA";"14";3,1647;"DI+"
"540";2020-03-31;"AA";"15";3,1688;"DI+"
"541";2020-04-30;"AA";"1";2,2319;"DI+"
"542";2020-04-30;"AA";"2";2,5478;"DI+"
"543";2020-04-30;"AA";"3";2,6626;"DI+"
"544";2020-04-30;"AA";"4";2,7203;"DI+"
"545";2020-04-30;"AA";"5";2,7549;"DI+"
"546";2020-04-30;"AA";"6";2,778;"DI+"
"547";2020-04-30;"AA";"7";2,7945;"DI+"
"548";2020-04-30;"AA";"8";2,8069;"DI+"
"549";2020-04-30;"AA";"9";2,8165;"DI+"
"550";2020-04-30;"AA";"10";2,8242;"DI+"
"551";2020-04-30;"AA";"11";2,8305;"DI+"
"552";2020-04-30;"AA";"12";2,8357;"DI+"
"553";2020-04-30;"AA";"13";2,8402;"DI+"
"554";2020-04-30;"AA";"14";2,844;"DI+"
"555";2020-04-30;"AA";"15";2,8473;"DI+"
"556";2020-05-31;"AA";"1";1,7427;"DI+"
"557";2020-05-31;"AA";"2";2,0841;"DI+"
"558";2020-05-31;"AA";"3";2,3311;"DI+"
"559";2020-05-31;"AA";"4";2,513;"DI+"
"560";2020-05-31;"AA";"5";2,6494;"DI+"
"561";2020-05-31;"AA";"6";2,7537;"DI+"
"562";2020-05-31;"AA";"7";2,8349;"DI+"
"563";2020-05-31;"AA";"8";2,8992;"DI+"
"564";2020-05-31;"AA";"9";2,9509;"DI+"
"565";2020-05-31;"AA";"10";2,9933;"DI+"
"566";2020-05-31;"AA";"11";3,0285;"DI+"
"567";2020-05-31;"AA";"12";3,058;"DI+"
"568";2020-05-31;"AA";"13";3,0832;"DI+"
"569";2020-05-31;"AA";"14";3,1048;"DI+"
"570";2020-05-31;"AA";"15";3,1236;"DI+"
"571";2020-06-30;"AA";"1";1,7567;"DI+"
"572";2020-06-30;"AA";"2";2,0474;"DI+"
"573";2020-06-30;"AA";"3";2,1898;"DI+"
"574";2020-06-30;"AA";"4";2,2691;"DI+"
"575";2020-06-30;"AA";"5";2,3181;"DI+"
"576";2020-06-30;"AA";"6";2,3511;"DI+"
"577";2020-06-30;"AA";"7";2,3748;"DI+"
"578";2020-06-30;"AA";"8";2,3925;"DI+"
"579";2020-06-30;"AA";"9";2,4063;"DI+"
"580";2020-06-30;"AA";"10";2,4173;"DI+"
"581";2020-06-30;"AA";"11";2,4263;"DI+"
"582";2020-06-30;"AA";"12";2,4339;"DI+"
"583";2020-06-30;"AA";"13";2,4402;"DI+"
"584";2020-06-30;"AA";"14";2,4457;"DI+"
"585";2020-06-30;"AA";"15";2,4504;"DI+"
"586";2020-07-31;"AA";"1";1,7672;"DI+"
"587";2020-07-31;"AA";"2";2,0193;"DI+"
"588";2020-07-31;"AA";"3";2,1241;"DI+"
"589";2020-07-31;"AA";"4";2,1785;"DI+"
"590";2020-07-31;"AA";"5";2,2113;"DI+"
"591";2020-07-31;"AA";"6";2,2332;"DI+"
"592";2020-07-31;"AA";"7";2,2488;"DI+"
"593";2020-07-31;"AA";"8";2,2606;"DI+"
"594";2020-07-31;"AA";"9";2,2697;"DI+"
"595";2020-07-31;"AA";"10";2,277;"DI+"
"596";2020-07-31;"AA";"11";2,283;"DI+"
"597";2020-07-31;"AA";"12";2,2879;"DI+"
"598";2020-07-31;"AA";"13";2,2921;"DI+"
"599";2020-07-31;"AA";"14";2,2957;"DI+"
"600";2020-07-31;"AA";"15";2,2989;"DI+"
"601";2020-08-31;"AA";"1";1,8223;"DI+"
"602";2020-08-31;"AA";"2";2,0291;"DI+"
"603";2020-08-31;"AA";"3";2,1051;"DI+"
"604";2020-08-31;"AA";"4";2,1433;"DI+"
"605";2020-08-31;"AA";"5";2,1663;"DI+"
"606";2020-08-31;"AA";"6";2,1816;"DI+"
"607";2020-08-31;"AA";"7";2,1925;"DI+"
"608";2020-08-31;"AA";"8";2,2007;"DI+"
"609";2020-08-31;"AA";"9";2,2071;"DI+"
"610";2020-08-31;"AA";"10";2,2122;"DI+"
"611";2020-08-31;"AA";"11";2,2164;"DI+"
"612";2020-08-31;"AA";"12";2,2199;"DI+"
"613";2020-08-31;"AA";"13";2,2228;"DI+"
"614";2020-08-31;"AA";"14";2,2253;"DI+"
"615";2020-08-31;"AA";"15";2,2275;"DI+"
"616";2020-09-30;"AA";"1";1,7872;"DI+"
"617";2020-09-30;"AA";"2";2,0567;"DI+"
"618";2020-09-30;"AA";"3";2,171;"DI+"
"619";2020-09-30;"AA";"4";2,2307;"DI+"
"620";2020-09-30;"AA";"5";2,2667;"DI+"
"621";2020-09-30;"AA";"6";2,2908;"DI+"
"622";2020-09-30;"AA";"7";2,308;"DI+"
"623";2020-09-30;"AA";"8";2,3209;"DI+"
"624";2020-09-30;"AA";"9";2,331;"DI+"
"625";2020-09-30;"AA";"10";2,339;"DI+"
"626";2020-09-30;"AA";"11";2,3456;"DI+"
"627";2020-09-30;"AA";"12";2,351;"DI+"
"628";2020-09-30;"AA";"13";2,3557;"DI+"
"629";2020-09-30;"AA";"14";2,3596;"DI+"
"630";2020-09-30;"AA";"15";2,3631;"DI+"
"631";2020-10-31;"AA";"1";1,6768;"DI+"
"632";2020-10-31;"AA";"2";1,9778;"DI+"
"633";2020-10-31;"AA";"3";2,1561;"DI+"
"634";2020-10-31;"AA";"4";2,268;"DI+"
"635";2020-10-31;"AA";"5";2,3422;"DI+"
"636";2020-10-31;"AA";"6";2,3939;"DI+"
"637";2020-10-31;"AA";"7";2,4316;"DI+"
"638";2020-10-31;"AA";"8";2,4602;"DI+"
"639";2020-10-31;"AA";"9";2,4825;"DI+"
"640";2020-10-31;"AA";"10";2,5003;"DI+"
"641";2020-10-31;"AA";"11";2,515;"DI+"
"642";2020-10-31;"AA";"12";2,5272;"DI+"
"643";2020-10-31;"AA";"13";2,5375;"DI+"
"644";2020-10-31;"AA";"14";2,5463;"DI+"
"645";2020-10-31;"AA";"15";2,554;"DI+"
"646";2020-11-30;"AA";"1";1,6266;"DI+"
"647";2020-11-30;"AA";"2";1,9083;"DI+"
"648";2020-11-30;"AA";"3";2,0462;"DI+"
"649";2020-11-30;"AA";"4";2,1229;"DI+"
"650";2020-11-30;"AA";"5";2,1703;"DI+"
"651";2020-11-30;"AA";"6";2,2022;"DI+"
"652";2020-11-30;"AA";"7";2,2251;"DI+"
"653";2020-11-30;"AA";"8";2,2422;"DI+"
"654";2020-11-30;"AA";"9";2,2556;"DI+"
"655";2020-11-30;"AA";"10";2,2662;"DI+"
"656";2020-11-30;"AA";"11";2,275;"DI+"
"657";2020-11-30;"AA";"12";2,2822;"DI+"
"658";2020-11-30;"AA";"13";2,2884;"DI+"
"659";2020-11-30;"AA";"14";2,2937;"DI+"
"660";2020-11-30;"AA";"15";2,2982;"DI+"
"661";2020-12-31;"AA";"1";1,5397;"DI+"
"662";2020-12-31;"AA";"2";1,7809;"DI+"
"663";2020-12-31;"AA";"3";1,8981;"DI+"
"664";2020-12-31;"AA";"4";1,963;"DI+"
"665";2020-12-31;"AA";"5";2,0031;"DI+"
"666";2020-12-31;"AA";"6";2,0301;"DI+"
"667";2020-12-31;"AA";"7";2,0494;"DI+"
"668";2020-12-31;"AA";"8";2,0639;"DI+"
"669";2020-12-31;"AA";"9";2,0752;"DI+"
"670";2020-12-31;"AA";"10";2,0842;"DI+"
"671";2020-12-31;"AA";"11";2,0915;"DI+"
"672";2020-12-31;"AA";"12";2,0977;"DI+"
"673";2020-12-31;"AA";"13";2,1029;"DI+"
"674";2020-12-31;"AA";"14";2,1073;"DI+"
"675";2020-12-31;"AA";"15";2,1112;"DI+"
"676";2021-01-31;"AA";"1";1,5207;"DI+"
"677";2021-01-31;"AA";"2";1,7114;"DI+"
"678";2021-01-31;"AA";"3";1,8218;"DI+"
"679";2021-01-31;"AA";"4";1,8898;"DI+"
"680";2021-01-31;"AA";"5";1,9344;"DI+"
"681";2021-01-31;"AA";"6";1,9653;"DI+"
"682";2021-01-31;"AA";"7";1,9878;"DI+"
"683";2021-01-31;"AA";"8";2,0047;"DI+"
"684";2021-01-31;"AA";"9";2,018;"DI+"
"685";2021-01-31;"AA";"10";2,0285;"DI+"
"686";2021-01-31;"AA";"11";2,0372;"DI+"
"687";2021-01-31;"AA";"12";2,0444;"DI+"
"688";2021-01-31;"AA";"13";2,0506;"DI+"
"689";2021-01-31;"AA";"14";2,0558;"DI+"
"690";2021-01-31;"AA";"15";2,0603;"DI+"
"691";2021-02-28;"AA";"1";1,3606;"DI+"
"692";2021-02-28;"AA";"2";1,648;"DI+"
"693";2021-02-28;"AA";"3";1,807;"DI+"
"694";2021-02-28;"AA";"4";1,9021;"DI+"
"695";2021-02-28;"AA";"5";1,9633;"DI+"
"696";2021-02-28;"AA";"6";2,0052;"DI+"
"697";2021-02-28;"AA";"7";2,0355;"DI+"
"698";2021-02-28;"AA";"8";2,0583;"DI+"
"699";2021-02-28;"AA";"9";2,076;"DI+"
"700";2021-02-28;"AA";"10";2,0902;"DI+"
"701";2021-02-28;"AA";"11";2,1019;"DI+"
"702";2021-02-28;"AA";"12";2,1116;"DI+"
"703";2021-02-28;"AA";"13";2,1198;"DI+"
"704";2021-02-28;"AA";"14";2,1268;"DI+"
"705";2021-02-28;"AA";"15";2,1329;"DI+"
"706";2021-03-31;"AA";"1";1,4194;"DI+"
"707";2021-03-31;"AA";"2";1,6491;"DI+"
"708";2021-03-31;"AA";"3";1,7798;"DI+"
"709";2021-03-31;"AA";"4";1,8594;"DI+"
"710";2021-03-31;"AA";"5";1,9113;"DI+"
"711";2021-03-31;"AA";"6";1,9471;"DI+"
"712";2021-03-31;"AA";"7";1,973;"DI+"
"713";2021-03-31;"AA";"8";1,9925;"DI+"
"714";2021-03-31;"AA";"9";2,0077;"DI+"
"715";2021-03-31;"AA";"10";2,0199;"DI+"
"716";2021-03-31;"AA";"11";2,0299;"DI+"
"717";2021-03-31;"AA";"12";2,0383;"DI+"
"718";2021-03-31;"AA";"13";2,0453;"DI+"
"719";2021-03-31;"AA";"14";2,0513;"DI+"
"720";2021-03-31;"AA";"15";2,0566;"DI+"
"721";2021-04-30;"AA";"1";1,3162;"DI+"
"722";2021-04-30;"AA";"2";1,4952;"DI+"
"723";2021-04-30;"AA";"3";1,6227;"DI+"
"724";2021-04-30;"AA";"4";1,7153;"DI+"
"725";2021-04-30;"AA";"5";1,784;"DI+"
"726";2021-04-30;"AA";"6";1,836;"DI+"
"727";2021-04-30;"AA";"7";1,8762;"DI+"
"728";2021-04-30;"AA";"8";1,9079;"DI+"
"729";2021-04-30;"AA";"9";1,9332;"DI+"
"730";2021-04-30;"AA";"10";1,9539;"DI+"
"731";2021-04-30;"AA";"11";1,971;"DI+"
"732";2021-04-30;"AA";"12";1,9854;"DI+"
"733";2021-04-30;"AA";"13";1,9976;"DI+"
"734";2021-04-30;"AA";"14";2,0081;"DI+"
"735";2021-04-30;"AA";"15";2,0172;"DI+"
"736";2021-05-31;"AA";"1";1,3426;"DI+"
"737";2021-05-31;"AA";"2";1,5679;"DI+"
"738";2021-05-31;"AA";"3";1,6735;"DI+"
"739";2021-05-31;"AA";"4";1,7309;"DI+"
"740";2021-05-31;"AA";"5";1,7662;"DI+"
"741";2021-05-31;"AA";"6";1,7898;"DI+"
"742";2021-05-31;"AA";"7";1,8066;"DI+"
"743";2021-05-31;"AA";"8";1,8193;"DI+"
"744";2021-05-31;"AA";"9";1,8292;"DI+"
"745";2021-05-31;"AA";"10";1,837;"DI+"
"746";2021-05-31;"AA";"11";1,8435;"DI+"
"747";2021-05-31;"AA";"12";1,8489;"DI+"
"748";2021-05-31;"AA";"13";1,8534;"DI+"
"749";2021-05-31;"AA";"14";1,8573;"DI+"
"750";2021-05-31;"AA";"15";1,8607;"DI+"
"751";2021-06-30;"AA";"1";1,3029;"DI+"
"752";2021-06-30;"AA";"2";1,4927;"DI+"
"753";2021-06-30;"AA";"3";1,6113;"DI+"
"754";2021-06-30;"AA";"4";1,6888;"DI+"
"755";2021-06-30;"AA";"5";1,7416;"DI+"
"756";2021-06-30;"AA";"6";1,7791;"DI+"
"757";2021-06-30;"AA";"7";1,8068;"DI+"
"758";2021-06-30;"AA";"8";1,8279;"DI+"
"759";2021-06-30;"AA";"9";1,8445;"DI+"
"760";2021-06-30;"AA";"10";1,8577;"DI+"
"761";2021-06-30;"AA";"11";1,8686;"DI+"
"762";2021-06-30;"AA";"12";1,8777;"DI+"
"763";2021-06-30;"AA";"13";1,8854;"DI+"
"764";2021-06-30;"AA";"14";1,892;"DI+"
"765";2021-06-30;"AA";"15";1,8977;"DI+"
"766";2021-07-31;"AA";"1";1,1863;"DI+"
"767";2021-07-31;"AA";"2";1,3422;"DI+"
"768";2021-07-31;"AA";"3";1,4536;"DI+"
"769";2021-07-31;"AA";"4";1,5349;"DI+"
"770";2021-07-31;"AA";"5";1,5954;"DI+"
"771";2021-07-31;"AA";"6";1,6413;"DI+"
"772";2021-07-31;"AA";"7";1,6768;"DI+"
"773";2021-07-31;"AA";"8";1,7048;"DI+"
"774";2021-07-31;"AA";"9";1,7273;"DI+"
"775";2021-07-31;"AA";"10";1,7456;"DI+"
"776";2021-07-31;"AA";"11";1,7608;"DI+"
"777";2021-07-31;"AA";"12";1,7736;"DI+"
"778";2021-07-31;"AA";"13";1,7844;"DI+"
"779";2021-07-31;"AA";"14";1,7938;"DI+"
"780";2021-07-31;"AA";"15";1,8019;"DI+"
"781";2021-08-31;"AA";"1";1,2096;"DI+"
"782";2021-08-31;"AA";"2";1,3437;"DI+"
"783";2021-08-31;"AA";"3";1,4087;"DI+"
"784";2021-08-31;"AA";"4";1,4445;"DI+"
"785";2021-08-31;"AA";"5";1,4667;"DI+"
"786";2021-08-31;"AA";"6";1,4816;"DI+"
"787";2021-08-31;"AA";"7";1,4922;"DI+"
"788";2021-08-31;"AA";"8";1,5002;"DI+"
"789";2021-08-31;"AA";"9";1,5064;"DI+"
"790";2021-08-31;"AA";"10";1,5114;"DI+"
"791";2021-08-31;"AA";"11";1,5155;"DI+"
"792";2021-08-31;"AA";"12";1,5189;"DI+"
"793";2021-08-31;"AA";"13";1,5217;"DI+"
"794";2021-08-31;"AA";"14";1,5242;"DI+"
"795";2021-08-31;"AA";"15";1,5263;"DI+"
"796";2021-09-30;"AA";"1";1,2584;"DI+"
"797";2021-09-30;"AA";"2";1,4303;"DI+"
"798";2021-09-30;"AA";"3";1,5112;"DI+"
"799";2021-09-30;"AA";"4";1,5553;"DI+"
"800";2021-09-30;"AA";"5";1,5824;"DI+"
"801";2021-09-30;"AA";"6";1,6006;"DI+"
"802";2021-09-30;"AA";"7";1,6136;"DI+"
"803";2021-09-30;"AA";"8";1,6233;"DI+"
"804";2021-09-30;"AA";"9";1,6309;"DI+"
"805";2021-09-30;"AA";"10";1,637;"DI+"
"806";2021-09-30;"AA";"11";1,6419;"DI+"
"807";2021-09-30;"AA";"12";1,6461;"DI+"
"808";2021-09-30;"AA";"13";1,6495;"DI+"
"809";2021-09-30;"AA";"14";1,6525;"DI+"
"810";2021-09-30;"AA";"15";1,6551;"DI+"
"811";2021-10-31;"AA";"1";1,3381;"DI+"
"812";2021-10-31;"AA";"2";1,4473;"DI+"
"813";2021-10-31;"AA";"3";1,4913;"DI+"
"814";2021-10-31;"AA";"4";1,5138;"DI+"
"815";2021-10-31;"AA";"5";1,5274;"DI+"
"816";2021-10-31;"AA";"6";1,5365;"DI+"
"817";2021-10-31;"AA";"7";1,543;"DI+"
"818";2021-10-31;"AA";"8";1,5479;"DI+"
"819";2021-10-31;"AA";"9";1,5516;"DI+"
"820";2021-10-31;"AA";"10";1,5547;"DI+"
"821";2021-10-31;"AA";"11";1,5571;"DI+"
"822";2021-10-31;"AA";"12";1,5592;"DI+"
"823";2021-10-31;"AA";"13";1,5609;"DI+"
"824";2021-10-31;"AA";"14";1,5624;"DI+"
"825";2021-10-31;"AA";"15";1,5637;"DI+"
"826";2021-11-30;"AA";"1";1,4286;"DI+"
"827";2021-11-30;"AA";"2";1,5537;"DI+"
"828";2021-11-30;"AA";"3";1,6003;"DI+"
"829";2021-11-30;"AA";"4";1,6239;"DI+"
"830";2021-11-30;"AA";"5";1,6381;"DI+"
"831";2021-11-30;"AA";"6";1,6475;"DI+"
"832";2021-11-30;"AA";"7";1,6542;"DI+"
"833";2021-11-30;"AA";"8";1,6593;"DI+"
"834";2021-11-30;"AA";"9";1,6632;"DI+"
"835";2021-11-30;"AA";"10";1,6664;"DI+"
"836";2021-11-30;"AA";"11";1,6689;"DI+"
"837";2021-11-30;"AA";"12";1,6711;"DI+"
"838";2021-11-30;"AA";"13";1,6729;"DI+"
"839";2021-11-30;"AA";"14";1,6745;"DI+"
"840";2021-11-30;"AA";"15";1,6758;"DI+"
"841";2021-12-31;"AA";"1";1,3381;"DI+"
"842";2021-12-31;"AA";"2";1,4473;"DI+"
"843";2021-12-31;"AA";"3";1,4913;"DI+"
"844";2021-12-31;"AA";"4";1,5138;"DI+"
"845";2021-12-31;"AA";"5";1,5274;"DI+"
"846";2021-12-31;"AA";"6";1,5365;"DI+"
"847";2021-12-31;"AA";"7";1,543;"DI+"
"848";2021-12-31;"AA";"8";1,5479;"DI+"
"849";2021-12-31;"AA";"9";1,5516;"DI+"
"850";2021-12-31;"AA";"10";1,5547;"DI+"
"851";2021-12-31;"AA";"11";1,5571;"DI+"
"852";2021-12-31;"AA";"12";1,5592;"DI+"
"853";2021-12-31;"AA";"13";1,5609;"DI+"
"854";2021-12-31;"AA";"14";1,5624;"DI+"
"855";2021-12-31;"AA";"15";1,5637;"DI+"
"856";2022-01-31;"AA";"1";1,4286;"DI+"
"857";2022-01-31;"AA";"2";1,5537;"DI+"
"858";2022-01-31;"AA";"3";1,6003;"DI+"
"859";2022-01-31;"AA";"4";1,6239;"DI+"
"860";2022-01-31;"AA";"5";1,6381;"DI+"
"861";2022-01-31;"AA";"6";1,6475;"DI+"
"862";2022-01-31;"AA";"7";1,6542;"DI+"
"863";2022-01-31;"AA";"8";1,6593;"DI+"
"864";2022-01-31;"AA";"9";1,6632;"DI+"
"865";2022-01-31;"AA";"10";1,6664;"DI+"
"866";2022-01-31;"AA";"11";1,6689;"DI+"
"867";2022-01-31;"AA";"12";1,6711;"DI+"
"868";2022-01-31;"AA";"13";1,6729;"DI+"
"869";2022-01-31;"AA";"14";1,6745;"DI+"
"870";2022-01-31;"AA";"15";1,6758;"DI+"
"871";2022-02-28;"AA";"1";1,3251;"DI+"
"872";2022-02-28;"AA";"2";1,4242;"DI+"
"873";2022-02-28;"AA";"3";1,4644;"DI+"
"874";2022-02-28;"AA";"4";1,4851;"DI+"
"875";2022-02-28;"AA";"5";1,4976;"DI+"
"876";2022-02-28;"AA";"6";1,5059;"DI+"
"877";2022-02-28;"AA";"7";1,5119;"DI+"
"878";2022-02-28;"AA";"8";1,5163;"DI+"
"879";2022-02-28;"AA";"9";1,5198;"DI+"
"880";2022-02-28;"AA";"10";1,5226;"DI+"
"881";2022-02-28;"AA";"11";1,5249;"DI+"
"882";2022-02-28;"AA";"12";1,5268;"DI+"
"883";2022-02-28;"AA";"13";1,5284;"DI+"
"884";2022-02-28;"AA";"14";1,5297;"DI+"
"885";2022-02-28;"AA";"15";1,5309;"DI+"
"886";2022-03-31;"AA";"1";1,2665;"DI+"
"887";2022-03-31;"AA";"2";1,4307;"DI+"
"888";2022-03-31;"AA";"3";1,4995;"DI+"
"889";2022-03-31;"AA";"4";1,5353;"DI+"
"890";2022-03-31;"AA";"5";1,5569;"DI+"
"891";2022-03-31;"AA";"6";1,5713;"DI+"
"892";2022-03-31;"AA";"7";1,5816;"DI+"
"893";2022-03-31;"AA";"8";1,5893;"DI+"
"894";2022-03-31;"AA";"9";1,5953;"DI+"
"895";2022-03-31;"AA";"10";1,6001;"DI+"
"896";2022-03-31;"AA";"11";1,604;"DI+"
"897";2022-03-31;"AA";"12";1,6073;"DI+"
"898";2022-03-31;"AA";"13";1,61;"DI+"
"899";2022-03-31;"AA";"14";1,6124;"DI+"
"900";2022-03-31;"AA";"15";1,6145;"DI+"
"901";2022-04-30;"AA";"1";1,2453;"DI+"
"902";2022-04-30;"AA";"2";1,4285;"DI+"
"903";2022-04-30;"AA";"3";1,5707;"DI+"
"904";2022-04-30;"AA";"4";1,682;"DI+"
"905";2022-04-30;"AA";"5";1,7702;"DI+"
"906";2022-04-30;"AA";"6";1,8409;"DI+"
"907";2022-04-30;"AA";"7";1,8981;"DI+"
"908";2022-04-30;"AA";"8";1,9448;"DI+"
"909";2022-04-30;"AA";"9";1,9835;"DI+"
"910";2022-04-30;"AA";"10";2,0159;"DI+"
"911";2022-04-30;"AA";"11";2,0431;"DI+"
"912";2022-04-30;"AA";"12";2,0664;"DI+"
"913";2022-04-30;"AA";"13";2,0863;"DI+"
"914";2022-04-30;"AA";"14";2,1036;"DI+"
"915";2022-04-30;"AA";"15";2,1187;"DI+"
"916";2022-05-31;"AA";"1";1,2105;"DI+"
"917";2022-05-31;"AA";"2";1,3929;"DI+"
"918";2022-05-31;"AA";"3";1,5387;"DI+"
"919";2022-05-31;"AA";"4";1,6561;"DI+"
"920";2022-05-31;"AA";"5";1,7514;"DI+"
"921";2022-05-31;"AA";"6";1,8295;"DI+"
"922";2022-05-31;"AA";"7";1,8939;"DI+"
"923";2022-05-31;"AA";"8";1,9475;"DI+"
"924";2022-05-31;"AA";"9";1,9925;"DI+"
"925";2022-05-31;"AA";"10";2,0305;"DI+"
"926";2022-05-31;"AA";"11";2,063;"DI+"
"927";2022-05-31;"AA";"12";2,0909;"DI+"
"928";2022-05-31;"AA";"13";2,115;"DI+"
"929";2022-05-31;"AA";"14";2,1361;"DI+"
"930";2022-05-31;"AA";"15";2,1545;"DI+"
"931";2020-01-31;"A";"1";0,8727;"DI+"
"932";2020-01-31;"A";"2";1,0809;"DI+"
"933";2020-01-31;"A";"3";1,2179;"DI+"
"934";2020-01-31;"A";"4";1,311;"DI+"
"935";2020-01-31;"A";"5";1,3765;"DI+"
"936";2020-01-31;"A";"6";1,424;"DI+"
"937";2020-01-31;"A";"7";1,4596;"DI+"
"938";2020-01-31;"A";"8";1,487;"DI+"
"939";2020-01-31;"A";"9";1,5086;"DI+"
"940";2020-01-31;"A";"10";1,526;"DI+"
"941";2020-01-31;"A";"11";1,5404;"DI+"
"942";2020-01-31;"A";"12";1,5523;"DI+"
"943";2020-01-31;"A";"13";1,5624;"DI+"
"944";2020-01-31;"A";"14";1,5711;"DI+"
"945";2020-01-31;"A";"15";1,5786;"DI+"
"946";2020-02-29;"A";"1";0,8724;"DI+"
"947";2020-02-29;"A";"2";1,095;"DI+"
"948";2020-02-29;"A";"3";1,2497;"DI+"
"949";2020-02-29;"A";"4";1,3598;"DI+"
"950";2020-02-29;"A";"5";1,4401;"DI+"
"951";2020-02-29;"A";"6";1,5;"DI+"
"952";2020-02-29;"A";"7";1,5459;"DI+"
"953";2020-02-29;"A";"8";1,5816;"DI+"
"954";2020-02-29;"A";"9";1,6102;"DI+"
"955";2020-02-29;"A";"10";1,6333;"DI+"
"956";2020-02-29;"A";"11";1,6524;"DI+"
"957";2020-02-29;"A";"12";1,6684;"DI+"
"958";2020-02-29;"A";"13";1,682;"DI+"
"959";2020-02-29;"A";"14";1,6936;"DI+"
"960";2020-02-29;"A";"15";1,7038;"DI+"
"961";2020-03-31;"A";"1";1,988;"DI+"
"962";2020-03-31;"A";"2";2,5412;"DI+"
"963";2020-03-31;"A";"3";2,8422;"DI+"
"964";2020-03-31;"A";"4";3,0204;"DI+"
"965";2020-03-31;"A";"5";3,1343;"DI+"
"966";2020-03-31;"A";"6";3,2121;"DI+"
"967";2020-03-31;"A";"7";3,2681;"DI+"
"968";2020-03-31;"A";"8";3,3103;"DI+"
"969";2020-03-31;"A";"9";3,3431;"DI+"
"970";2020-03-31;"A";"10";3,3694;"DI+"
"971";2020-03-31;"A";"11";3,3909;"DI+"
"972";2020-03-31;"A";"12";3,4088;"DI+"
"973";2020-03-31;"A";"13";3,424;"DI+"
"974";2020-03-31;"A";"14";3,437;"DI+"
"975";2020-03-31;"A";"15";3,4483;"DI+"
"976";2020-04-30;"A";"1";2,5451;"DI+"
"977";2020-04-30;"A";"2";2,9755;"DI+"
"978";2020-04-30;"A";"3";3,1664;"DI+"
"979";2020-04-30;"A";"4";3,2677;"DI+"
"980";2020-04-30;"A";"5";3,3293;"DI+"
"981";2020-04-30;"A";"6";3,3705;"DI+"
"982";2020-04-30;"A";"7";3,3999;"DI+"
"983";2020-04-30;"A";"8";3,4219;"DI+"
